ID,University_Rating,University_Name,GRE,TOEFL,CGPA,Work_Ex,Chances Of Admit
0,3,Arizona State University,314,106,7.63,6,87
1,3,Arizona State University,307,109,5.7,1,73
2,3,Arizona State University,290,106,7,48,68
3,3,Arizona State University,306,90,8.2,24,84
4,3,Arizona State University,310,100,8.96,2,85
5,3,Arizona State University,309,88,7.69,16,80
6,3,Arizona State University,310,103,7.5,29,80
7,3,Arizona State University,301,86,6.023,26,60
8,3,Arizona State University,305,89,8.86,17,70
9,3,Arizona State University,312,115,6.8,33,82
10,3,Arizona State University,322,110,7.6,0,90
11,3,Arizona State University,319,100,6.74,28,83
12,3,Arizona State University,305,88,5.27,0,60
13,3,Arizona State University,307,87,6.5,27,65
14,3,Arizona State University,306,92,6.6,36,67
15,3,Arizona State University,320,100,6.3,0,80
16,3,Arizona State University,315,104,7.2,3,88
17,3,Arizona State University,301,88,7.512,60,70
18,3,Arizona State University,311,98,7.74,25,81
19,3,Arizona State University,312,110,8.6,24,86.5
20,3,Arizona State University,307,103,8,34,86.5
21,3,Arizona State University,321,102,7.5,12,91
22,3,Arizona State University,306,99,6.9,0,64
23,3,Arizona State University,310,110,7.49,0,80.5
24,3,Arizona State University,310,101,6.1,22,78.5
25,3,Arizona State University,306,103,5.817,27,72.25
26,3,Arizona State University,305,91,5.9,15,60
27,3,Arizona State University,299,88,7.8,30,60
28,3,Arizona State University,314,91,7.93,16,74.5
29,3,Arizona State University,305,106,8.2,31,86.5
30,3,Arizona State University,318,111,6.68,6,85
31,3,Arizona State University,307,88,6.9,15,60
32,3,Arizona State University,308,84,6.35,43,60
33,3,Arizona State University,301,91,6.3,21,60
34,3,Arizona State University,298,88,5.243,6,60
35,3,Arizona State University,310,96,6.368,41,86.5
36,3,Arizona State University,312,105,7.55,27,86.5
37,3,Arizona State University,301,88,8.6,55,65
38,3,Arizona State University,303,90,6.2,14,60
39,3,Arizona State University,308,84,6.394,43,60
40,3,Arizona State University,305,98,4.863,18,60
41,3,Arizona State University,308,102,7.09,0,82.25
42,3,Arizona State University,302,98,8.4,41,69
43,3,Arizona State University,309,88,6.03,28,60
44,3,Arizona State University,303,89,6,15,60
45,3,Arizona State University,316,107,7.16,6,87
46,3,Arizona State University,302,92,6.61,35,60
47,3,Arizona State University,311,101,7.72,18,86.5
48,3,Arizona State University,308,86,8.1,14,61
49,3,Arizona State University,299,97,5.4,12,60
50,3,Arizona State University,310,100,8.98,35,88
51,3,Arizona State University,320,86,7.77,9,86.5
52,3,Arizona State University,306,102,6,26,78.5
53,3,Arizona State University,315,112,8.3,12,93
54,4,Boston University,313,101,6.8,30,84.5
55,4,Boston University,305,91,5.93,0,74
56,4,Boston University,336,107,6,30,90
57,4,Boston University,325,99,5,0,84.35
58,4,Boston University,305,103,7.6,0,76
59,4,Boston University,307,80,7.6,0,70
60,4,Boston University,299,106,7.3,0,66
61,4,Boston University,313,101,6.864,0,70
62,4,Boston University,301,98,6.35,10,64
63,4,Boston University,296,90,5.67,8,62.5
64,4,Boston University,316,106,6.75,5,85.5
65,4,Boston University,310,112,6.73,22,86
66,4,Boston University,310,97,5.1,82,83.25
67,4,Boston University,300,97,6.085,6,64
68,4,Boston University,315,99,6.842,26,86.5
69,4,Boston University,298,88,4.8,20,57.5
70,4,Boston University,309,108,7.5,10,80
71,4,Boston University,310,92,5.5,0,70
72,4,Boston University,303,103,9,2,86.25
73,4,Boston University,302,100,6.6,0,80
74,4,Boston University,308,100,6.47,38,84.75
75,4,Boston University,287,87,8.8,18,55
76,4,Boston University,310,110,7.49,0,87.5
77,4,Boston University,296,100,6.2,41,60
78,4,Boston University,306,98,6.698,48,65
79,4,Boston University,297,84,7.3,44,63
80,4,Boston University,290,91,7.3,48,62
81,5,Carnegie Mellon University,312,110,9.09,16,80.75
82,5,Carnegie Mellon University,311,102,6.9,85,76
83,5,Carnegie Mellon University,320,104,6,60,76
84,5,Carnegie Mellon University,307,103,8,34,80.25
85,5,Carnegie Mellon University,324,113,7.304,5,83.25
86,5,Carnegie Mellon University,300,103,9,30,80.75
87,5,Carnegie Mellon University,324,110,5.858,16,70
88,5,Carnegie Mellon University,319,111,9.6,6,80.75
89,5,Carnegie Mellon University,318,106,6.7,60,76
90,5,Carnegie Mellon University,325,109,5.865,17,70
91,5,Carnegie Mellon University,315,101,9.81,0,80.75
92,5,Carnegie Mellon University,322,116,8.1,6,80.25
93,5,Carnegie Mellon University,306,93,6.8,0,73
94,5,Carnegie Mellon University,318,100,6.85,33,78
95,5,Carnegie Mellon University,296,91,6.7,20,40
96,5,Carnegie Mellon University,312,98,7.28,31,75.75
97,5,Carnegie Mellon University,321,105,8.3,0,80.25
98,5,Carnegie Mellon University,308,102,7.48,15,75.75
99,5,Carnegie Mellon University,315,108,7.83,8,75.75
100,5,Carnegie Mellon University,321,109,7.8,18,80.75
101,5,Carnegie Mellon University,310,107,7.39,14,75.75
102,5,Carnegie Mellon University,315,109,8.04,6,80.25
103,5,Carnegie Mellon University,315,110,8.6,3,83.25
104,5,Carnegie Mellon University,329,111,7,144,80.75
105,5,Carnegie Mellon University,316,112,7,44,55
106,5,Carnegie Mellon University,316,104,8.55,60,83.25
107,5,Carnegie Mellon University,317,100,8.57,16,80
108,5,Carnegie Mellon University,317,112,8.72,36,80.75
109,5,Carnegie Mellon University,314,108,6.15,24,50
110,5,Carnegie Mellon University,305,109,8.1,25,80.25
111,5,Carnegie Mellon University,314,109,7.2,38,75.75
112,5,Carnegie Mellon University,318,103,8.5,27,80.25
113,5,Carnegie Mellon University,320,111,7.98,30,80.75
114,5,Carnegie Mellon University,314,108,7.21,22,83.25
115,5,Carnegie Mellon University,330,116,8.19,0,80.25
116,5,Carnegie Mellon University,321,106,7.3,36,83.25
117,5,Carnegie Mellon University,321,109,7.6,18,83.25
118,5,Carnegie Mellon University,318,102,7.38,45,83.25
119,5,Carnegie Mellon University,319,98,8.045,7,80.25
120,5,Carnegie Mellon University,322,110,3.1,12,40
121,5,Carnegie Mellon University,324,106,7.8,33,83.25
122,5,Carnegie Mellon University,325,116,8.48,2,80.75
123,5,Carnegie Mellon University,315,109,6.72,29,50.25
124,5,Carnegie Mellon University,293,101,8.72,20,44
125,5,Carnegie Mellon University,321,108,5.822,21,71
126,5,Carnegie Mellon University,318,109,6.75,13,50.25
127,5,Carnegie Mellon University,309,100,6.03,28,50.25
128,5,Carnegie Mellon University,314,112,7.22,20,83.25
129,5,Carnegie Mellon University,330,107,9.23,15,80.75
130,5,Carnegie Mellon University,329,110,7.4,4,76
131,5,Carnegie Mellon University,317,106,6.84,82,50.25
132,5,Carnegie Mellon University,320,110,6.2,40,64
133,5,Carnegie Mellon University,319,104,7,36,78
134,5,Carnegie Mellon University,315,104,8.54,30,80
135,5,Carnegie Mellon University,326,105,5.8,28,73
136,5,Carnegie Mellon University,323,116,8.38,4,80.25
137,5,Carnegie Mellon University,310,106,9.5,24,80.75
138,5,Carnegie Mellon University,306,102,6,26,74.75
139,5,Carnegie Mellon University,321,114,7.58,38,80.75
140,5,Carnegie Mellon University,318,97,8.15,6,80.25
141,5,Carnegie Mellon University,312,110,7.62,2,83.25
142,5,Carnegie Mellon University,308,98,6,25,74.75
143,5,Carnegie Mellon University,313,111,8.5,31,80.25
144,5,Carnegie Mellon University,321,104,6.6,76,80
145,5,Carnegie Mellon University,325,108,7.32,6,80.75
146,5,Carnegie Mellon University,328,112,7,30,75.25
147,5,Carnegie Mellon University,316,102,7.99,13,83.25
148,5,Carnegie Mellon University,322,105,6.2,68,75.25
149,5,Carnegie Mellon University,310,103,8.1,1,80.25
150,5,Carnegie Mellon University,323,99,7.24,2,80.75
151,5,Carnegie Mellon University,319,100,6.6,54,75.25
152,5,Carnegie Mellon University,314,104,5.3,53,69.25
153,5,Carnegie Mellon University,311,104,8.6,2,78
154,5,Carnegie Mellon University,321,106,7.79,20,80.75
155,5,Carnegie Mellon University,332,112,8.6,15,80.75
156,5,Carnegie Mellon University,317,105,6.33,57,74.75
157,5,Carnegie Mellon University,308,100,9.1,21,80.75
158,5,Carnegie Mellon University,311,113,5.305,36,64
159,5,Carnegie Mellon University,316,102,7.58,42,83.25
160,5,Carnegie Mellon University,320,107,6.4,60,68.75
161,5,Carnegie Mellon University,316,116,8.19,3,80.25
162,5,Carnegie Mellon University,322,110,7.404,27,80.75
163,5,Carnegie Mellon University,334,117,8.21,0,80.25
164,5,Carnegie Mellon University,324,109,7.4,21,80.75
165,5,Carnegie Mellon University,317,106,8.81,32,80.75
166,5,Carnegie Mellon University,316,112,8.48,21,83.25
167,5,Carnegie Mellon University,317,104,8.3,23,80.25
168,5,Carnegie Mellon University,323,112,6.121,27,70
169,5,Carnegie Mellon University,315,105,9.56,19,80.75
170,5,Carnegie Mellon University,314,109,8.6,24,80.75
171,5,Carnegie Mellon University,318,118,8.43,30,80.25
172,5,Carnegie Mellon University,319,113,6.84,26,71.75
173,5,Carnegie Mellon University,326,111,8.48,24,80.75
174,5,Carnegie Mellon University,329,105,9.21,13,80.75
175,5,Carnegie Mellon University,320,105,8.1,24,80.25
176,5,Carnegie Mellon University,318,104,9.24,16,80.75
177,5,Carnegie Mellon University,324,113,6.05,0,65
178,5,Carnegie Mellon University,329,113,7.65,40,80.75
179,5,Carnegie Mellon University,309,101,7.61,9,83.25
180,5,Carnegie Mellon University,314,110,6.7,60,66.75
181,5,Carnegie Mellon University,320,110,7.54,7,80.75
182,5,Carnegie Mellon University,322,106,7.29,26,80.75
183,5,Carnegie Mellon University,315,101,8.45,24,83.25
184,5,Carnegie Mellon University,321,109,5.5,29,71
185,5,Carnegie Mellon University,319,110,8.98,6,80.75
186,5,Carnegie Mellon University,307,100,8.91,24,80.75
187,5,Carnegie Mellon University,325,114,7.72,25,80.75
188,5,Carnegie Mellon University,321,110,9.45,11,80.75
189,5,Carnegie Mellon University,320,104,6.56,19,80.75
190,5,Carnegie Mellon University,311,104,5.543,0,67
191,5,Carnegie Mellon University,317,110,6.79,1,63
192,5,Carnegie Mellon University,316,108,6.6,13,64
193,5,Carnegie Mellon University,308,95,6.643,25,63
194,5,Carnegie Mellon University,313,98,9.2,13,80.75
195,5,Carnegie Mellon University,332,112,9.45,4,80.75
196,5,Carnegie Mellon University,314,105,7.4,6,83.25
197,5,Carnegie Mellon University,293,82,5,22,50
198,5,Carnegie Mellon University,314,106,7.082,36,83.25
199,5,Carnegie Mellon University,320,98,7.2,36,80.75
200,5,Carnegie Mellon University,332,110,8.76,8,80.75
201,5,Carnegie Mellon University,325,115,6.98,25,76
202,5,Carnegie Mellon University,319,109,7.97,24,83.25
203,5,Carnegie Mellon University,319,104,9.39,2,80.75
204,5,Carnegie Mellon University,322,110,5.66,6,68
205,5,Carnegie Mellon University,321,110,6.1,46,73
206,5,Carnegie Mellon University,322,113,8.79,6,80.75
207,5,Carnegie Mellon University,309,98,6,0,62
208,3,University of Delaware,309,106,9.24,40,69
209,3,University of Delaware,305,98,4.6,54,37
210,3,University of Delaware,306,94,6.6,0,51
211,3,University of Delaware,311,106,6.4,48,53
212,3,University of Delaware,300,99,7.46,0,49
213,3,University of Delaware,304,90,6,30,40
214,3,University of Delaware,304,90,6,30,40
215,3,University of Delaware,296,69,6.58,30,46
216,3,University of Delaware,308,112,8,30,60
217,3,University of Delaware,300,88,4.913,30,35
218,3,University of Delaware,295,106,7.51,32,47
219,3,University of Delaware,303,93,5.91,2,35
220,3,University of Delaware,310,106,6.47,0,51
221,3,University of Delaware,313,108,6.47,12,53
222,3,University of Delaware,303,108,7.696,2,49
223,3,University of Delaware,300,86,7.4,16,46
224,3,University of Delaware,306,92,6.75,1,44
225,3,University of Delaware,305,93,7.2,25,53
226,3,University of Delaware,312,101,7,0,58
227,3,University of Delaware,283,98,6.3,0,42
228,3,University of Delaware,281,86,6.9,60,37
229,3,University of Delaware,305,98,5.7,8,39
230,3,University of Delaware,331,98,6,15,50
231,3,University of Delaware,300,83,6.319,12,41
232,3,University of Delaware,296,100,8.05,48,60
233,3,University of Delaware,302,99,6.291,53,43
234,3,University of Delaware,297,98,6.87,32,41
235,3,University of Delaware,302,98,6,29,47
236,3,University of Delaware,304,99,7.1,38,54
237,3,University of Delaware,309,98,6.64,36,47
238,3,Drexel University,301,69,6.5,10,45
239,3,Drexel University,313,100,6,12,78
240,3,Drexel University,305,84,6.09,8,50
241,3,Drexel University,292,85,7.62,36,50
242,3,Drexel University,309,97,6.88,0,75
243,3,Drexel University,298,88,5.243,6,55.5
244,3,Drexel University,300,104,7.8,20,55.5
245,3,Drexel University,302,86,7.75,0,55.5
246,3,Drexel University,305,96,8.4,4,55.5
247,3,Drexel University,309,93,7.445,4,83
248,3,Drexel University,302,98,8.22,8,55.5
249,3,Drexel University,308,100,6.79,27,76
250,3,Drexel University,302,86,6,28,55.5
251,3,Drexel University,314,114,6.81,6,77
252,3,Drexel University,314,107,8.25,6,86
253,3,Drexel University,307,101,8.42,41,86
254,3,Drexel University,305,106,8,6,55.5
255,3,Drexel University,309,94,6.45,13,72
256,3,Drexel University,318,113,5.97,20,67
257,3,Drexel University,302,96,7.3,74,55.5
258,3,Drexel University,297,86,5.72,32,55.5
259,3,Drexel University,318,110,8.2,20,86
260,3,Drexel University,306,102,6,26,70.75
261,3,Drexel University,308,100,6.47,38,71.25
262,3,Drexel University,296,86,6.2,30,55.5
263,3,Drexel University,311,98,5.371,30,72
264,3,Drexel University,305,98,5.7,8,55.5
265,3,Drexel University,298,86,6.5,7,55.5
266,3,Drexel University,303,90,5.38,0,55.5
267,3,Drexel University,315,106,5.5,30,72
268,3,Drexel University,310,96,5.7,57,72
269,3,Drexel University,311,108,6.8,27,73.75
270,3,Drexel University,309,105,7.5,0,85
271,3,Drexel University,318,115,7.43,0,86
272,3,University of Arizona,312,100,6.2,60,40
273,3,University of Arizona,312,102,6,20,40
274,3,University of Arizona,318,102,6.2,32,40
275,3,University of Arizona,311,106,6.3,19,40
276,3,University of Arizona,315,112,8.24,1,56
277,3,University of Arizona,308,101,7.79,16,48
278,3,University of Arizona,308,93,7.8,26,36
279,3,University of Arizona,314,96,5.828,40,40
280,3,University of Arizona,319,101,6.57,15,40
281,3,University of Arizona,322,110,5.66,6,40
282,3,University of Arizona,311,106,6.323,19,40
283,3,University of Arizona,319,114,6.71,14,50
284,3,University of Arizona,320,96,8.46,42,74
285,3,University of Arizona,318,109,6.4,30,46
286,3,University of Arizona,308,108,8.65,36,51
287,3,University of Arizona,317,103,7.4,60,40
288,3,University of Arizona,321,117,8.22,30,78
289,3,University of Arizona,307,99,6.2,16,35
290,3,University of Arizona,326,115,9.38,1,79
291,3,University of Arizona,308,105,8,60,53
292,3,University of Arizona,317,110,6.93,25,40
293,3,University of Arizona,315,104,7.2,3,40
294,3,University of Arizona,301,88,7.512,60,35
295,3,University of Arizona,315,104,6.97,18,40
296,3,University of Arizona,325,115,9.12,4,76
297,3,University of Arizona,319,114,6.71,14,59
298,3,University of Arizona,309,108,8.57,37,51
299,3,University of Arizona,312,110,8.6,24,49
300,3,University of Arizona,305,109,8.1,25,41
301,3,University of Arizona,325,115,9.55,26,82
302,3,University of Arizona,324,90,8.57,23,78
303,3,University of Arizona,326,111,5.51,42,49
304,3,University of Arizona,316,112,8.48,21,73
305,3,University of Arizona,319,96,6.81,0,40
306,3,University of Arizona,313,101,6.32,42,40
307,3,University of Arizona,313,107,8.96,0,63
308,3,University of Arizona,316,103,7.601,13,58
309,3,University of Arizona,306,98,10,0,69
310,3,University of Arizona,317,101,6.2,18,43
311,3,University of Arizona,308,84,6.35,43,35
312,3,University of Arizona,329,115,6.1,0,49
313,3,University of Arizona,314,111,7.15,3,40
314,3,University of Arizona,307,88,7.61,0,35
315,3,University of Arizona,311,110,6.1,50,40
316,3,University of Arizona,311,101,6.7,24,40
317,3,University of Arizona,325,116,8.48,2,79
318,3,University of Arizona,323,110,8.55,0,79
319,3,University of Arizona,313,104,7.2,19,40
320,3,University of Arizona,298,88,7.12,1,35
321,3,University of Arizona,316,102,7.76,54,52
322,3,University of Arizona,309,103,6.91,13,35
323,3,University of Arizona,313,97,7,23,40
324,3,University of Arizona,306,99,6.9,0,35
325,3,University of Arizona,315,106,6.077,30,45
326,3,University of Arizona,293,101,8.72,20,35
327,3,University of Arizona,305,100,9,43,49
328,3,University of Arizona,310,99,6.48,12,40
329,3,University of Arizona,310,106,7.92,35,40
330,3,University of Arizona,321,114,7.58,38,59
331,3,Illinois Institute of Technology,289,69,7.3,2,50
332,3,Illinois Institute of Technology,307,98,8.43,0,82
333,3,Illinois Institute of Technology,298,91,5.39,3,56.75
334,3,Illinois Institute of Technology,303,94,7.48,38,60.9
335,3,Illinois Institute of Technology,289,92,6.1,90,80
336,3,Illinois Institute of Technology,309,108,5.5,14,58
337,3,Illinois Institute of Technology,293,77,5.7,14,58
338,3,Illinois Institute of Technology,309,99,5.4,24,58
339,3,Illinois Institute of Technology,304,92,5.6,37,58
340,3,Illinois Institute of Technology,300,98,6.764,48,79
341,3,Illinois Institute of Technology,302,100,5.5,18,58
342,3,Illinois Institute of Technology,314,108,5.5,21,58
343,3,Illinois Institute of Technology,303,84,5.857,17,58
344,3,Illinois Institute of Technology,310,98,7.45,29,60.9
345,3,Illinois Institute of Technology,315,105,6.45,7,79
346,3,Illinois Institute of Technology,297,98,6.5,15,79
347,3,Illinois Institute of Technology,301,83,5.05,60,58
348,3,Illinois Institute of Technology,299,84,8.64,67,85.5
349,3,Illinois Institute of Technology,293,93,5.1,8,50
350,3,Illinois Institute of Technology,300,98,7.6,36,60.9
351,3,Illinois Institute of Technology,303,91,7.7,1,68
352,3,Illinois Institute of Technology,305,69,6.4,26,79
353,3,Illinois Institute of Technology,296,93,7,34,67
354,3,Illinois Institute of Technology,291,86,6.2,27,65
355,3,Illinois Institute of Technology,294,93,4.9,35,50
356,3,Illinois Institute of Technology,306,88,8.04,40,83.75
357,3,Illinois Institute of Technology,296,100,6.2,0,60
358,3,Illinois Institute of Technology,295,106,7.51,32,67
359,3,Illinois Institute of Technology,302,88,7.3,1,67
360,3,Illinois Institute of Technology,311,106,6.12,18,65
361,3,Illinois Institute of Technology,299,88,8.1,5,79.5
362,3,Illinois Institute of Technology,306,99,5.95,0,50
363,3,Illinois Institute of Technology,300,88,5.5,29,50
364,3,Illinois Institute of Technology,302,92,6.1,24,65
365,3,Illinois Institute of Technology,307,69,6.9,26,65
366,3,Illinois Institute of Technology,305,88,6.02,30,65
367,3,Illinois Institute of Technology,304,106,5.75,4,50
368,3,Illinois Institute of Technology,298,82,6.22,0,65
369,3,Illinois Institute of Technology,300,86,6.27,0,65
370,3,Illinois Institute of Technology,308,90,5.64,0,50
371,3,Illinois Institute of Technology,289,81,6.12,8,65
372,3,Illinois Institute of Technology,306,104,5.3,5,50
373,3,Illinois Institute of Technology,300,92,6,12,65
374,3,Illinois Institute of Technology,296,90,5.67,8,51.75
375,3,Illinois Institute of Technology,290,106,7,48,67
376,3,Illinois Institute of Technology,307,98,4.9,31,51.75
377,3,Illinois Institute of Technology,304,99,6.49,0,70.5
378,3,Illinois Institute of Technology,299,86,5.46,2,51.75
379,3,Illinois Institute of Technology,297,69,5.4,12,51.75
380,3,Illinois Institute of Technology,297,106,7.97,0,68.75
381,3,Illinois Institute of Technology,293,98,6.1,0,70.5
382,3,Illinois Institute of Technology,286,98,5.3,30,51.75
383,3,Illinois Institute of Technology,292,80,5.3,55,51.75
384,3,Illinois Institute of Technology,302,99,6.7,22,70.5
385,3,Illinois Institute of Technology,306,103,4.7,1,51.75
386,3,Illinois Institute of Technology,305,90,6.89,19,70.5
387,3,Illinois Institute of Technology,300,90,5,4,51.75
388,3,Illinois Institute of Technology,281,86,6.9,60,70.5
389,3,Illinois Institute of Technology,304,95,6.2,35,70.5
390,3,Illinois Institute of Technology,307,86,8.4,6,79.5
391,3,Illinois Institute of Technology,296,86,8.34,0,79.5
392,3,Illinois Institute of Technology,296,81,7.37,43,68.75
393,3,Illinois Institute of Technology,299,98,7.8,18,68.75
394,3,Illinois Institute of Technology,331,98,6,15,70.5
395,3,Illinois Institute of Technology,298,90,9.12,24,80.75
396,3,Illinois Institute of Technology,300,83,6.319,12,70.5
397,3,Illinois Institute of Technology,296,100,8.05,48,80.75
398,3,Illinois Institute of Technology,300,98,6.6,24,70.5
399,2,Iowa State University,309,112,8,2,80
400,2,Iowa State University,307,98,7.61,37,80
401,2,Iowa State University,311,85,7.3,19,85
402,2,Iowa State University,318,104,7.76,37,85
403,2,Iowa State University,317,102,7.324,21,85
404,2,Iowa State University,309,105,5.7,24,70
405,2,Iowa State University,299,86,5.5,18,70
406,2,Iowa State University,318,101,8.3,3,85
407,2,Iowa State University,315,107,7.71,0,85
408,2,Iowa State University,305,108,7.78,0,76
409,2,Iowa State University,310,95,8,30,85
410,2,Iowa State University,311,100,7.5,0,85
411,2,Iowa State University,300,100,6,0,72
412,2,Iowa State University,303,98,7.7,30,75
413,2,Iowa State University,314,115,7,0,85
414,2,Iowa State University,315,115,5.459,30,75
415,2,Iowa State University,307,97,5.6,0,66
416,2,Iowa State University,309,112,7.95,3,80
417,2,Iowa State University,316,112,8.87,18,87
418,2,Iowa State University,313,105,6.4,11,80
419,2,Iowa State University,311,112,6.93,18,80
420,2,Iowa State University,321,116,6.3,0,84.5
421,2,Iowa State University,325,99,6.4,8,84.5
422,2,Iowa State University,308,100,8.6,34,80
423,2,Iowa State University,313,106,7.58,40,84
424,2,Iowa State University,307,98,7.69,33,73.4
425,2,Iowa State University,306,97,7.5,55,73
426,2,Iowa State University,305,99,6.72,72,73
427,2,Iowa State University,309,106,6.78,20,73
428,2,Iowa State University,311,109,6.5,29,80
429,2,Iowa State University,309,97,7.2,43,73
430,2,Iowa State University,311,102,6.098,25,80
431,2,Iowa State University,315,100,8.06,42,86
432,2,Iowa State University,308,99,5.75,56,73
433,2,Iowa State University,310,103,7.5,20,83.5
434,2,Iowa State University,308,106,7.95,18,80
435,2,Iowa State University,304,96,9.24,74,87
436,2,Iowa State University,301,84,7.67,50,84
437,2,Iowa State University,310,107,6.71,12,83.5
438,2,Iowa State University,304,104,8.7,16,80
439,2,Iowa State University,310,106,6.89,25,83.5
440,2,Iowa State University,316,98,8.98,22,87
441,2,Iowa State University,309,106,7.17,29,75.25
442,2,Iowa State University,318,113,5.97,20,77
443,2,Iowa State University,313,101,6.1,17,78
444,2,Iowa State University,304,101,7.86,8,75.25
445,2,Iowa State University,320,112,5.2,48,80
446,2,Iowa State University,306,90,7.23,17,75.25
447,2,Iowa State University,308,107,7.03,11,75.25
448,2,Iowa State University,303,108,5.76,33,70
449,2,Iowa State University,314,101,7.351,46,75.75
450,2,Iowa State University,292,92,6,30,70
451,2,Iowa State University,305,92,6.62,36,75.25
452,2,Iowa State University,303,98,7.69,22,75.25
453,2,Iowa State University,310,95,8.98,35,80
454,2,Iowa State University,293,82,5,22,70
455,2,Iowa State University,326,105,5.8,28,80
456,2,Iowa State University,316,106,6.45,28,75.75
457,2,Iowa State University,300,101,7.5,1,72
458,2,Iowa State University,307,105,6,0,62
459,2,Iowa State University,316,106,7.26,11,75.75
460,2,Iowa State University,310,101,5.5,25,72
461,3,Indiana University Bloomington,315,110,8.6,3,82.5
462,3,Indiana University Bloomington,314,106,7.63,6,82.5
463,3,Indiana University Bloomington,321,112,6.7,28,83
464,3,Indiana University Bloomington,315,103,6.1,11,73
465,3,Indiana University Bloomington,318,112,7.53,16,83
466,3,Indiana University Bloomington,309,100,5.6,40,75
467,3,Indiana University Bloomington,321,100,8.55,37,88
468,3,Indiana University Bloomington,328,109,5.7,33,75.75
469,3,Indiana University Bloomington,318,106,7.36,2,80
470,3,Indiana University Bloomington,323,104,8.7,7,85
471,3,Indiana University Bloomington,324,104,8.49,29,87
472,3,Indiana University Bloomington,319,105,6.8,6,78
473,3,Indiana University Bloomington,327,110,7.125,39,86.5
474,3,Indiana University Bloomington,307,107,8,18,81.5
475,3,Indiana University Bloomington,316,104,8.45,38,84.75
476,3,Indiana University Bloomington,316,112,5.964,29,74.75
477,3,Indiana University Bloomington,330,113,7.23,37,88
478,3,Indiana University Bloomington,310,101,7.9,27,83
479,3,Indiana University Bloomington,317,110,8.04,24,84.75
480,3,Indiana University Bloomington,325,116,8.48,2,86.75
481,3,Indiana University Bloomington,303,102,6,9,78.25
482,3,Indiana University Bloomington,320,112,7.548,28,80
483,3,Indiana University Bloomington,325,119,8.24,0,87
484,3,Indiana University Bloomington,316,103,7.601,13,80
485,3,Indiana University Bloomington,323,103,7.92,7,80
486,3,Indiana University Bloomington,318,118,8.43,30,84.75
487,3,Indiana University Bloomington,326,115,9.38,1,90
488,3,Indiana University Bloomington,319,113,9.3,11,84.75
489,3,Indiana University Bloomington,313,111,8.5,31,84.75
490,3,Indiana University Bloomington,315,105,7.42,0,78
491,3,Indiana University Bloomington,319,96,6.81,0,78
492,3,Indiana University Bloomington,319,112,7.52,35,79
493,3,Indiana University Bloomington,312,113,6,0,79.25
494,3,Indiana University Bloomington,324,113,6.05,0,79.25
495,3,Indiana University Bloomington,316,100,5.73,0,79.25
496,3,Indiana University Bloomington,322,110,7.404,27,75.5
497,3,Indiana University Bloomington,317,114,5.652,36,75.5
498,3,Indiana University Bloomington,311,101,6.7,24,75.5
499,3,Indiana University Bloomington,316,114,6.5,26,75.5
500,3,Indiana University Bloomington,312,108,7.14,6,76
501,3,Indiana University Bloomington,312,110,8.6,24,84.75
502,3,Indiana University Bloomington,312,105,5.986,18,72
503,3,Indiana University Bloomington,326,113,6.35,44,75.75
504,3,Indiana University Bloomington,324,110,5.858,16,74
505,3,Indiana University Bloomington,322,104,8.3,0,84.5
506,3,Indiana University Bloomington,319,113,6.84,26,75
507,3,Indiana University Bloomington,324,114,8.3,30,85.5
508,3,Indiana University Bloomington,312,102,6,20,75
509,3,Indiana University Bloomington,320,108,6,41,75
510,3,Indiana University Bloomington,312,98,7.07,14,75
511,3,Indiana University Bloomington,308,108,8.65,36,75
512,3,Indiana University Bloomington,314,108,6.6,28,75
513,3,Indiana University Bloomington,306,99,8.79,30,75
514,3,Indiana University Bloomington,315,101,9.81,0,85
515,3,Indiana University Bloomington,314,100,8.5,15,83
516,3,Indiana University Bloomington,321,114,7.58,38,75
517,3,Indiana University Bloomington,302,100,6.6,0,75
518,3,Indiana University Bloomington,303,103,9,2,75
519,3,Indiana University Bloomington,310,96,7.47,36,75
520,4,"University of Minnesota, Twin Cities",321,104,6.6,76,40
521,4,"University of Minnesota, Twin Cities",318,106,6.41,0,39
522,4,"University of Minnesota, Twin Cities",311,100,7,0,38
523,4,"University of Minnesota, Twin Cities",326,106,7,0,45
524,4,"University of Minnesota, Twin Cities",320,102,7,30,35
525,4,"University of Minnesota, Twin Cities",308,88,7.06,0,40
526,4,"University of Minnesota, Twin Cities",306,94,6.3,20,40
527,4,"University of Minnesota, Twin Cities",309,102,6.6,30,40
528,4,"University of Minnesota, Twin Cities",319,110,7,0,40
529,4,"University of Minnesota, Twin Cities",316,103,7.6,28,40
530,4,"University of Minnesota, Twin Cities",300,94,8.1,29,35
531,4,"University of Minnesota, Twin Cities",321,113,8.83,20,60
532,4,"University of Minnesota, Twin Cities",296,97,8.85,22,35
533,4,"University of Minnesota, Twin Cities",321,114,7.58,38,45
534,4,"University of Minnesota, Twin Cities",312,109,7.2,33,45.5
535,4,"University of Minnesota, Twin Cities",304,106,8.2,60,45.5
536,4,"University of Minnesota, Twin Cities",305,98,5.7,8,35
537,4,"University of Minnesota, Twin Cities",320,95,6.7,14,37
538,4,"University of Minnesota, Twin Cities",300,101,7.5,1,37
539,3,Northeastern University,308,92,5.833,60,65
540,3,Northeastern University,320,108,6.1,15,72.25
541,3,Northeastern University,303,85,6.3,6,68
